epsilon,accuracy,ssim
0.0002,0.98,0.9999986205714919
0.0004,0.89,0.9999944829713836
0.0008,0.82,0.9999783810715792
0.0016,0.56,0.9999321246380207
0.0032,0.19,0.9998747785166373
0.0064,0.020000005,0.9998515288726766
0.0128,0.0,0.9998515288726766
0.0256,0.0,0.9998515288726766
0.0512,0.0,0.9998515288726766
0.1024,0.0,0.9998515288726766
