epsilon,accuracy,ssim
0.001,54.0,0.9999654844709079
0.0025,40.0,0.9997843271136873
0.005,33.0,0.9991380194957106
0.0075,30.0,0.9980631300909426
0.01,29.0,0.9965631163026106
0.05,37.0,0.9226078392501581
0.1,36.0,0.7592647308754534
0.5,11.0,0.15542422093765235
1,5.0,0.05032528855038099
