epsilon,accuracy,ssim
0.001,68.0,0.9999679380059044
0.0025,47.0,0.9997996563129984
0.005,37.0,0.9991992627925562
0.0075,36.0,0.9982006765413793
0.01,36.0,0.9968070115509523
0.05,41.0,0.9275031081597411
0.1,44.0,0.7720719416226718
0.5,15.0,0.1665962028234523
1,12.0,0.05371361763436513
