epsilon,accuracy,ssim
0.0002,0.9199999,0.9999988063246322
0.0004,0.84000003,0.9999958488041939
0.0008,0.62,0.9999872123657575
0.0016,0.32999998,0.9999722536363078
0.0032,0.120000005,0.9999596853923356
0.0064,0.0,0.9999596853923356
0.0128,0.0,0.9999596853923356
0.0256,0.0,0.9999596853923356
0.0512,0.0,0.9999596853923356
0.1024,0.0,0.9999596853923356
