epsilon,accuracy,ssim
0.0002,0.9799999,0.9999986856609047
0.0004,0.91999996,0.9999947431410054
0.0008,0.87,0.9999792909001484
0.0016,0.61,0.9999321613763676
0.0032,0.2,0.9998599778393544
0.0064,0.0,0.9998116863302698
0.0128,0.0,0.9998116863302698
0.0256,0.0,0.9998116863302698
0.0512,0.0,0.9998116863302698
0.1024,0.0,0.9998116863302698
