epsilon,accuracy,ssim
0.0005,90.0,0.9999921269078766
0.001,76.66666666666667,0.9999685068702588
0.005,29.333333333333332,0.9992134772437805
0.01,16.333333333333332,0.9968638188060535
0.02,13.333333333333334,0.9876220250606345
0.05,13.333333333333334,0.928880700755169
0.1,20.0,0.7762389292162136
0.3,16.666666666666668,0.3305648738218586
0.5,12.666666666666666,0.16944198226182453
0.7,14.0,0.10062164205646122
1.0,15.666666666666666,0.05452770558710824
