epsilon,accuracy,ssim
0.004,100.0,0.999827242776281
0.005,100.0,0.9996599678388923
0.006,100.0,0.9996124769222634
0.007,100.0,0.9993510312906342
0.01,98.0,0.9989451629801313
0.02,92.0,0.9967012497815609
0.03,82.0,0.9896980927620446
0.5,0.0,0.23182631959856753
1,0.0,0.06839915554122838
