epsilon,accuracy,ssim
0.0002,0.96999997,0.9999974247994204
0.0004,0.93999994,0.9999902024263989
0.0008,0.84,0.9999652686655202
0.0016,0.66,0.9998930086908417
0.0032,0.32999998,0.9997518969768032
0.0064,0.050000004,0.9996454859335522
0.0128,0.0,0.9996350645608063
0.0256,0.0,0.9996350645608063
0.0512,0.0,0.9996350645608063
0.1024,0.0,0.9996350645608063
