epsilon,accuracy,ssim
0.0002,1.0,0.9999986097296393
0.0008,1.0,0.9999778294000793
0.0032,1.0,0.9996487512588438
0.0128,0.96999997,0.9946241772548765
0.0512,0.95,0.9373421327287128
0.1024,0.95,0.8448491588300622
0.2048,0.93999994,0.7230892129935804
0.4096,0.91999996,0.6548069216947318
0.8192,0.91999996,0.6546456999644167
1,0.91999996,0.6546456999644167
