epsilon,accuracy,ssim
0.0002,0.95,0.9999975059578625
0.0004,0.95,0.9999908594869444
0.0008,0.81000006,0.9999702663363527
0.0016,0.65999997,0.9999190005747002
0.0032,0.32,0.999821984907444
0.0064,0.04,0.9997858864720941
0.0128,0.0,0.9997850443659558
0.0256,0.0,0.9997850443659558
0.0512,0.0,0.9997850443659558
0.1024,0.0,0.9997850443659558
