epsilon,accuracy,ssim
0.0002,1.0,0.9999987179118255
0.0008,1.0,0.9999795495698283
0.0032,1.0,0.99967832645959
0.0128,0.96999997,0.9955189314095421
0.0512,0.91999996,0.9501178715234377
0.1024,0.90999997,0.8583890233771335
0.2048,0.9,0.7110703511588499
0.4096,0.87999994,0.6266373682772497
0.8192,0.87999994,0.6163064415308561
1,0.87999994,0.6163064415308561
