epsilon,accuracy,ssim
0.001,89.0,0.9999400313659731
0.0025,71.0,0.9996255064420287
0.005,58.0,0.9985063959265379
0.0075,49.0,0.9966548039295908
0.01,47.0,0.994089700744843
0.05,42.0,0.8853756525811937
0.1,44.0,0.7065588200817865
0.5,52.0,0.1898351233543126
1,26.0,0.07469630719119505
