epsilon,accuracy,ssim
0.0002,0.96000004,0.9999986879537908
0.0004,0.9,0.9999950383503196
0.0008,0.74,0.9999830342958465
0.0016,0.4,0.9999594313056012
0.0032,0.22,0.9999291395744097
0.0064,0.09,0.9999044546931332
0.0128,0.0,0.9999044546931332
0.0256,0.0,0.9999044546931332
0.0512,0.0,0.9999044546931332
0.1024,0.0,0.9999044546931332
