epsilon,accuracy,ssim
0.001,93.0,0.9999191616319371
0.0025,75.0,0.9994952165521799
0.005,60.0,0.9979874716633859
0.0075,48.0,0.9954953314760633
0.01,43.0,0.9920478766833527
0.05,39.0,0.8514742587831454
0.1,42.0,0.6418177762134439
0.5,37.0,0.15497763910608806
1,19.0,0.06168266763065481
