epsilon,accuracy,ssim
0.001,50.0,0.9999652754459145
0.0025,28.0,0.9997830176893021
0.005,22.0,0.9991327799556322
0.0075,20.0,0.9980513657697548
0.01,20.0,0.9965422654747886
0.05,25.0,0.9218406222949606
0.1,29.0,0.7569284378959301
0.5,12.0,0.15899141026712643
1,4.0,0.053100926101608256
