epsilon,accuracy,ssim
0.004,97.0,0.9999021345024512
0.005,96.0,0.9997489346518014
0.006,95.0,0.9995686639113297
0.007,95.0,0.9994203436575428
0.01,94.0,0.9986725846731119
0.02,90.0,0.9950107002821227
0.03,80.0,0.990409915316152
0.5,0.0,0.253814711327912
1,0.0,0.10627913359262886
