epoch,loss,accuracy
1,26.575107282893672,0.0009
2,1.101255129477021,0.6993
3,0.9284055411435996,0.759
4,0.995508702697268,0.7621
5,1.0243225050200322,0.7674
6,1.0146223674913881,0.7808
7,1.121796731166779,0.7822
8,1.1691771510300364,0.7799
9,1.2533002450207995,0.7814
10,1.2205335826251158,0.7842
