epoch,loss,accuracy
0,6.8927578805368155,0.0028
1,1.171379064457326,0.7556
2,0.8093289597124993,0.7914
3,0.7048999799203269,0.8036
4,0.6720590089695363,0.8124
5,0.6570554288882243,0.8154
