epoch,loss,accuracy
1,8.93664349112541,0.0008
2,0.22379974425313579,0.9208
3,0.204629967380671,0.9264
4,0.23107353287043086,0.9219
5,0.19034154227916983,0.9346
6,0.2080562427687417,0.9334
7,0.21696782468041037,0.9324
8,0.21398074902404265,0.9328
9,0.22631334279705384,0.9373
10,0.23558569149037076,0.9338
