epoch,loss,accuracy
1,2.321850796414029,0.0744
2,0.228094720631648,0.9208
3,0.20424619404848215,0.9326
4,0.21031743437526332,0.9306
5,0.19497118954350995,0.9373
6,0.19518447349405593,0.9417
7,0.21703642380726376,0.9416
8,0.21963917016745751,0.9428
9,0.2736573381835868,0.9403
10,0.2624192692051719,0.9469
