epoch,loss,accuracy
1,2.349892180436736,0.0887
2,0.2842912352673567,0.9012
3,0.24356935159036308,0.9114
4,0.2122841439429362,0.9237
5,0.21596028311711968,0.9222
6,0.214029833579519,0.9222
7,0.22299028470352955,0.9245
8,0.20191035232251617,0.9288
9,0.21240648429152692,0.9316
10,0.2271816566301759,0.9285
